9, 0, 14, 129, 116, 220
9, 1, 235, 117, 316, 195
9, 2, 89, 146, 96, 152
12, 0, 13, 130, 117, 213
12, 1, 241, 118, 319, 195
15, 0, 20, 131, 128, 219
15, 1, 236, 120, 317, 204
18, 0, 20, 133, 124, 222
18, 1, 242, 121, 315, 203
21, 0, 20, 124, 130, 224
21, 1, 241, 121, 317, 208
24, 0, 15, 127, 124, 218
24, 1, 241, 130, 318, 212
27, 0, 22, 134, 135, 228
27, 1, 233, 124, 315, 213
30, 0, 13, 136, 129, 218
30, 1, 229, 127, 317, 213
33, 0, 11, 133, 118, 219
33, 1, 220, 127, 311, 214
36, 0, 4, 139, 116, 224
36, 1, 213, 129, 309, 216
39, 0, 2, 135, 111, 220
39, 1, 200, 129, 297, 209
42, 0, 1, 141, 106, 224
42, 1, 196, 129, 293, 214
45, 0, 2, 141, 105, 228
45, 1, 195, 131, 285, 210
48, 0, 4, 141, 110, 232
48, 1, 187, 136, 292, 220
51, 0, 2, 144, 101, 225
51, 1, 180, 135, 282, 215
54, 0, 0, 144, 104, 227
54, 1, 172, 131, 276, 210
57, 0, 4, 147, 105, 232
57, 1, 171, 138, 269, 215
60, 0, 3, 154, 106, 232
60, 1, 163, 137, 277, 221
63, 0, 2, 149, 86, 231
63, 1, 159, 136, 273, 228
66, 0, 4, 150, 92, 233
66, 1, 159, 142, 260, 222
69, 0, 3, 152, 93, 234
69, 1, 147, 134, 256, 223
72, 0, 3, 149, 95, 234
72, 1, 144, 140, 262, 225
75, 0, 3, 150, 83, 237
75, 1, 146, 137, 246, 226
78, 0, 2, 157, 92, 234
78, 1, 145, 140, 257, 230
81, 0, 4, 157, 80, 228
81, 1, 140, 149, 247, 231
99, 0, 2, 159, 78, 230
102, 0, 1, 161, 78, 225
105, 0, 1, 162, 76, 228
108, 0, 1, 157, 79, 220
111, 0, 0, 160, 75, 224
114, 0, 0, 153, 80, 229
117, 0, 3, 155, 77, 224
