15, 0, 1115, 29, 1154, 108
19, 0, 1045, 39, 1180, 125
20, 0, 495, 313, 552, 357
22, 0, 223, 36, 231, 116
23, 0, 1029, 43, 1040, 111
25, 0, 999, 50, 1199, 135
26, 0, 1018, 32, 1182, 182
27, 0, 1085, 32, 1141, 85
28, 0, 28, 147, 97, 323
28, 1, 816, 46, 961, 110
28, 2, 1112, 28, 1191, 155
29, 0, 1094, 37, 1177, 131
30, 0, 851, 40, 1030, 129
31, 0, 909, 26, 1068, 107
32, 0, 912, 29, 1200, 136
33, 0, 899, 32, 1159, 179
34, 0, 903, 45, 1126, 104
35, 0, 943, 108, 1113, 245
35, 1, 1014, 38, 1188, 182
36, 0, 937, 33, 1205, 289
37, 0, 982, 29, 1150, 96
37, 1, 1051, 122, 1205, 282
38, 0, 1005, 42, 1141, 90
38, 1, 1067, 114, 1197, 260
39, 0, 879, 67, 983, 140
39, 1, 1014, 32, 1202, 99
39, 2, 1098, 86, 1221, 246
40, 0, 1092, 37, 1133, 253
41, 0, 894, 56, 986, 145
41, 1, 1084, 59, 1202, 261
42, 0, 1171, 185, 1216, 296
43, 0, 902, 105, 1040, 187
43, 1, 1131, 41, 1206, 129
43, 2, 1114, 150, 1219, 205
44, 0, 1141, 99, 1215, 221
45, 0, 996, 197, 1211, 337
46, 0, 998, 230, 1209, 348
46, 1, 1109, 30, 1221, 187
47, 0, 697, 325, 840, 365
47, 1, 1010, 204, 1215, 359
47, 2, 1132, 42, 1175, 103
48, 0, 661, 328, 799, 356
48, 1, 1000, 290, 1204, 366
49, 0, 1019, 311, 1226, 362
50, 0, 668, 332, 795, 360
50, 1, 1056, 283, 1192, 346
51, 0, 660, 334, 787, 358
51, 1, 1138, 202, 1201, 354
52, 0, 693, 333, 765, 356
52, 1, 1063, 323, 1134, 348
53, 0, 696, 333, 746, 358
53, 1, 1122, 284, 1189, 365
54, 0, 1010, 306, 1134, 356
56, 0, 1042, 19, 1115, 172
57, 0, 1077, 14, 1114, 89
58, 0, 1112, 14, 1150, 109
59, 0, 1116, 25, 1192, 115
61, 0, 112, 211, 322, 345
62, 0, 50, 253, 253, 360
62, 1, 299, 192, 408, 290
63, 0, 110, 196, 387, 331
64, 0, 154, 200, 298, 316
65, 0, 129, 201, 425, 348
66, 0, 30, 218, 90, 320
66, 1, 180, 178, 442, 338
66, 2, 1031, 14, 1150, 90
67, 0, 56, 266, 205, 312
67, 1, 57, 133, 366, 328
67, 2, 1060, 18, 1199, 69
68, 0, 82, 194, 258, 346
68, 1, 228, 152, 496, 337
69, 0, 65, 129, 461, 335
69, 1, 1140, 11, 1212, 139
69, 2, 1216, 152, 1230, 238
70, 0, 53, 139, 339, 301
70, 1, 1185, 25, 1224, 59
70, 2, 1115, 79, 1203, 246
71, 0, 76, 196, 145, 336
72, 0, 1156, 11, 1207, 77
73, 0, 13, 23, 166, 143
73, 1, 948, 296, 1096, 354
75, 0, 36, 30, 139, 248
76, 0, 36, 195, 107, 329
77, 0, 28, 16, 180, 227
80, 0, 84, 137, 143, 260
81, 0, 33, 118, 126, 248
81, 1, 983, 274, 1129, 346
85, 0, 70, 172, 158, 319
85, 1, 946, 172, 998, 262
85, 2, 1032, 278, 1190, 352
86, 0, 1088, 282, 1220, 339
87, 0, 1033, 238, 1172, 344
88, 0, 1124, 264, 1178, 316
89, 0, 1045, 23, 1125, 114
89, 1, 1119, 241, 1199, 354
90, 0, 1171, 295, 1213, 351
91, 0, 98, 203, 188, 310
91, 1, 1100, 80, 1176, 104
91, 2, 1090, 194, 1194, 317
92, 0, 41, 149, 144, 311
93, 0, 73, 180, 241, 309
95, 0, 19, 163, 162, 300
97, 0, 49, 18, 129, 241
105, 0, 184, 27, 253, 75
106, 0, 48, 28, 234, 72
106, 1, 78, 212, 191, 259
107, 0, 49, 221, 206, 302
107, 1, 73, 25, 250, 143
