51, 0, 145, 145, 209, 225
54, 0, 143, 140, 213, 224
57, 0, 132, 140, 212, 229
60, 0, 136, 142, 208, 227
63, 0, 116, 141, 215, 227
66, 0, 119, 149, 212, 230
69, 0, 112, 147, 210, 225
72, 0, 107, 147, 208, 224
75, 0, 104, 145, 214, 225
78, 0, 104, 152, 206, 219
81, 0, 101, 154, 214, 222
84, 0, 103, 158, 216, 219
87, 0, 101, 152, 212, 220
90, 0, 101, 150, 209, 220
93, 0, 105, 151, 210, 218
96, 0, 101, 145, 208, 225
99, 0, 93, 143, 212, 223
102, 0, 93, 142, 209, 222
105, 0, 95, 151, 203, 222
108, 0, 85, 139, 199, 222
111, 0, 87, 143, 203, 221
114, 0, 88, 139, 201, 220
117, 0, 94, 140, 190, 225
120, 0, 91, 136, 189, 226
123, 0, 92, 138, 184, 229
126, 0, 90, 138, 182, 226
129, 0, 102, 137, 175, 224
132, 0, 106, 131, 172, 226
135, 0, 110, 130, 177, 225
138, 0, 112, 128, 176, 226
141, 0, 118, 128, 169, 224
144, 0, 124, 127, 170, 221
147, 0, 126, 128, 174, 222
150, 0, 122, 124, 177, 221
153, 0, 118, 120, 178, 217
156, 0, 115, 120, 181, 214
159, 0, 115, 123, 195, 215
162, 0, 118, 127, 187, 214
165, 0, 114, 123, 207, 209
168, 0, 116, 129, 201, 208
171, 0, 113, 122, 200, 208
174, 0, 113, 126, 205, 199
177, 0, 116, 124, 206, 200
180, 0, 111, 118, 206, 205
183, 0, 116, 132, 215, 200
