9, 0, 61, 105, 132, 168
12, 0, 67, 102, 141, 177
15, 0, 72, 107, 147, 173
18, 0, 75, 107, 145, 178
21, 0, 81, 112, 151, 181
24, 0, 82, 112, 157, 179
27, 0, 87, 113, 157, 189
30, 0, 89, 115, 164, 187
33, 0, 95, 123, 173, 191
36, 0, 94, 120, 182, 192
39, 0, 100, 122, 185, 204
42, 0, 106, 121, 193, 209
45, 0, 110, 119, 193, 206
48, 0, 114, 127, 196, 206
51, 0, 119, 126, 210, 215
54, 0, 126, 130, 220, 224
57, 0, 135, 138, 216, 217
60, 0, 134, 138, 226, 222
63, 0, 144, 142, 231, 232
66, 0, 138, 142, 232, 230
69, 0, 143, 147, 231, 231
72, 0, 137, 146, 237, 234
