12, 0, 36, 184, 1, 133
15, 0, 53, 198, 2, 129
18, 0, 61, 196, 3, 124
21, 0, 73, 196, 1, 121
24, 0, 83, 193, 1, 129
27, 0, 89, 195, 3, 128
30, 0, 103, 200, 11, 127
33, 0, 114, 203, 14, 132
36, 0, 129, 199, 24, 130
39, 0, 135, 201, 34, 133
42, 0, 143, 203, 38, 129
45, 0, 150, 208, 47, 139
48, 0, 150, 209, 60, 136
51, 0, 166, 207, 78, 148
54, 0, 172, 216, 82, 143
54, 1, 68, 223, 4, 163
57, 0, 182, 216, 93, 149
57, 1, 67, 232, 2, 159
60, 0, 188, 221, 93, 146
60, 1, 81, 227, 3, 154
63, 0, 190, 218, 105, 152
63, 1, 91, 230, 2, 155
66, 0, 194, 217, 105, 154
66, 1, 95, 222, 8, 152
69, 0, 205, 213, 114, 152
69, 1, 106, 221, 5, 152
72, 0, 214, 216, 116, 157
72, 1, 105, 220, 2, 153
75, 0, 217, 223, 133, 157
75, 1, 126, 229, 6, 150
78, 0, 228, 226, 129, 154
78, 1, 128, 223, 10, 146
81, 0, 221, 224, 20, 144
84, 0, 225, 223, 38, 139
87, 0, 234, 233, 30, 143
90, 0, 236, 236, 39, 145
93, 0, 245, 233, 42, 139
96, 0, 245, 234, 55, 151
